endpoint,method,label,n_folds,r2_mean,r2_sd,spearman_mean,spearman_sd,mae_mean,mae_sd
LOG_MLM,uni_M_lgbm,LGBM - Mol2Vec,25,0.05479532564602893,0.06618152868282935,0.34203310222121674,0.03793521614445828,0.41845450688374697,0.014899366106691042
LOG_MLM,uni_M_rf,RF - Mol2Vec,25,0.17682696222485517,0.03066531454005287,0.3722798138205076,0.02522729391146786,0.38833530244910236,0.007540489479812352
LOG_MLM,uni_R_lgbm,LGBM - RDKit,25,0.04727747741805237,0.08067087287179404,0.41856290493687837,0.04454888278624834,0.4167372859226351,0.017278491403848593
LOG_MLM,uni_R_rf,RF - RDKit,25,0.21950997281356843,0.04298173571819122,0.4639316973705381,0.02975823923944009,0.3752648352502623,0.010511464283728825
LOG_MLM,uni_S_lgbm,LGBM - SMILES,25,-0.4611134120945801,0.17074731006016716,0.3217087269634577,0.040373336471742835,0.5099074326948436,0.02994379134668143
LOG_MLM,uni_S_rf,RF - SMILES,25,-0.37373006291751487,0.177185040173456,0.33116479790234654,0.03904707231805812,0.4932494293885598,0.03185720434079563
LOG_MPPB,chemeleon,ChemProp + CheMeleon,25,0.5410180168490002,0.09292757953922542,0.7815875111570856,0.034370229499195465,0.21206700027103018,0.021282478596800054
LOG_MPPB,chemprop,ChemProp multi-task,25,0.4448302530718798,0.07155785736829279,0.7012599083069488,0.029930951685734987,0.23361227012368574,0.013622853184368362
LOG_MPPB,chemprop_st,ChemProp single-task,25,0.12048783485390827,0.16799822936855735,0.5110738001462346,0.06073716979388475,0.29366520397249074,0.029807015117284445
LOG_MPPB,fus_GRMS_early_attfp,AttentiveFP | Early | GNN + RDKit + Mol2Vec + SMILES,25,0.017362545714165158,0.16143846004572504,0.5150970091333323,0.07701017948138944,0.30644733343045355,0.027467413423829537
LOG_MPPB,fus_GRMS_early_lgbm,LGBM | Early | GNN + RDKit + Mol2Vec + SMILES,25,0.03787387761639837,0.13891331677799934,0.5607077416548466,0.04674067236551342,0.30556449561875165,0.022116185633305287
LOG_MPPB,fus_GRMS_early_rf,RF | Early | GNN + RDKit + Mol2Vec + SMILES,25,-0.10173883373724531,0.1390452903510069,0.5167461506865302,0.051127192851367444,0.327245015050127,0.021831215328413218
LOG_MPPB,fus_GRMS_late_attfp,AttentiveFP | Late | GNN + RDKit + Mol2Vec + SMILES,25,0.12632023688402655,0.11452976052705177,0.5853640118374022,0.024004435072929927,0.3000986231507625,0.020273111836473175
LOG_MPPB,fus_GRMS_late_lgbm,LGBM | Late | GNN + RDKit + Mol2Vec + SMILES,25,0.0327650140746344,0.1012306388785595,0.5230688383338205,0.035347876727203686,0.3118867453742465,0.01749116584472021
LOG_MPPB,fus_GRMS_late_rf,RF | Late | GNN + RDKit + Mol2Vec + SMILES,25,0.05181371351422807,0.09419084083904881,0.5366262701251959,0.03273979109543015,0.3092323916919374,0.01646669404359937
LOG_MPPB,fus_GRM_early_attfp,AttentiveFP | Early | GNN + RDKit + Mol2Vec,25,-0.30434765701950817,0.3128883680058576,0.4929762409935692,0.06585458604844033,0.3530727790928163,0.04059387301485367
LOG_MPPB,fus_GRM_early_lgbm,LGBM | Early | GNN + RDKit + Mol2Vec,25,-0.06093040135659732,0.13726207825448172,0.5580895281825877,0.042943520533148025,0.31878350551197193,0.02288016509225839
LOG_MPPB,fus_GRM_early_rf,RF | Early | GNN + RDKit + Mol2Vec,25,-0.1300427147991506,0.1479377796330437,0.5279891148047196,0.045859317916521,0.3309125435906511,0.02399233267614603
LOG_MPPB,fus_GRM_late_attfp,AttentiveFP | Late | GNN + RDKit + Mol2Vec,25,0.062041676860895165,0.11822054545781431,0.5655214079832996,0.02828906221426227,0.3107276460198932,0.02035244277608704
LOG_MPPB,fus_GRM_late_lgbm,LGBM | Late | GNN + RDKit + Mol2Vec,25,-0.00010732595003648548,0.11581063866384099,0.515664660783618,0.04748788840347749,0.3169347847249266,0.01838082289972202
LOG_MPPB,fus_GRM_late_rf,RF | Late | GNN + RDKit + Mol2Vec,25,-0.01263838672581077,0.10101209965216318,0.5110914307688542,0.04045015793561001,0.31941377002073457,0.016759174449910957
LOG_MPPB,fus_GRS_early_attfp,AttentiveFP | Early | GNN + RDKit + SMILES,25,0.017169246018769263,0.21502818229993267,0.5287794221711459,0.06130274062261855,0.30446668519559594,0.031538467276893634
LOG_MPPB,fus_GRS_early_lgbm,LGBM | Early | GNN + RDKit + SMILES,25,0.045794462201187124,0.1368396711634026,0.5577517058609365,0.04738141671268384,0.30499206359017383,0.021671239736407128
LOG_MPPB,fus_GRS_early_rf,RF | Early | GNN + RDKit + SMILES,25,-0.09117950326816737,0.13188820513963928,0.5166765972323254,0.04838670955866928,0.32636303119520094,0.021328380147308017
LOG_MPPB,fus_GRS_late_attfp,AttentiveFP | Late | GNN + RDKit + SMILES,25,0.11954582802424181,0.1286630773154514,0.5861719662710825,0.027978364403435447,0.2993251966247587,0.022097585989262186
LOG_MPPB,fus_GRS_late_lgbm,LGBM | Late | GNN + RDKit + SMILES,25,0.12090447423661513,0.06545207485716756,0.5650147991462731,0.026116107069753227,0.2948210280622924,0.011182894157125556
LOG_MPPB,fus_GRS_late_rf,RF | Late | GNN + RDKit + SMILES,25,0.10984274319208763,0.07235980644500888,0.5647520794241963,0.027681696731360658,0.2947408062929777,0.012651719125173964
LOG_MPPB,fus_GR_early_attfp,AttentiveFP | Early | GNN + RDKit,25,-0.29218129664129333,0.28381497177702714,0.5009927218846877,0.07252393486895398,0.3545258788304001,0.03772552543416811
LOG_MPPB,fus_GR_early_lgbm,LGBM | Early | GNN + RDKit,25,-0.07430040369858339,0.15969965746867673,0.5484814959764894,0.048940412095460524,0.3206970566832898,0.024915380835041644
