endpoint,repeat,fold,fusion,removed,delta_r2,delta_rmse,delta_mae,delta_spearman,full_r2,full_rmse,full_mae,full_spearman
LogD,0,2,early,mol2vec,0.0014921300583388142,-0.0012044527545819195,0.0008512967282235939,-0.0019471786975755467,0.585230865605761,0.6690035078248152,0.4770317185330197,0.7880693238673468
LogD,0,2,early,smiles,0.005642587290136891,-0.004566199701485418,0.0019990629129595927,0.0015218314341481909,0.585230865605761,0.6690035078248152,0.4770317185330197,0.7880693238673468
LogD,0,2,late,gnn,0.004517434369978313,-0.003271317604350288,-0.0029472850285743313,0.0018751735549813464,0.4833060046440725,0.7466926682736448,0.5533177846593047,0.6952269603638778
LogD,0,2,late,rdkit,0.07950607830695389,-0.059846855476948346,-0.05861809417218933,0.06975413664714292,0.4833060046440725,0.7466926682736448,0.5533177846593047,0.6952269603638778
LogD,0,2,late,mol2vec,-0.008324190220638461,0.005990757955908643,0.0050508876170271,-0.006626127366926582,0.4833060046440725,0.7466926682736448,0.5533177846593047,0.6952269603638778
LogD,0,2,late,smiles,-0.024427341555192772,0.017446584270507715,0.01841965442397897,-0.01533375929986125,0.4833060046440725,0.7466926682736448,0.5533177846593047,0.6952269603638778
LogD,4,2,early,gnn,-0.14693858772298962,0.10574882730603385,0.09273428001362938,-0.08352484511265634,0.5500304886307883,0.6968137692896694,0.5017484360067584,0.7839997607141124
LogD,4,2,early,rdkit,0.0006154204656267925,-0.00047667694374053937,0.0019804273086105884,-0.00024049221430411105,0.5500304886307883,0.6968137692896694,0.5017484360067584,0.7839997607141124
LogD,4,2,early,mol2vec,0.01605497349348517,-0.012544115377366216,-0.005324619320439927,0.00013303294037880775,0.5500304886307883,0.6968137692896694,0.5017484360067584,0.7839997607141124
LogD,4,2,early,smiles,-0.024393561965768917,0.01863841981386949,0.022580651561709186,-0.00777901209286791,0.5500304886307883,0.6968137692896694,0.5017484360067584,0.7839997607141124
LogD,4,2,late,gnn,0.013849239372639044,-0.009831964559512962,-0.00840641884264759,0.008745197452080689,0.45779691203907613,0.7649026633341386,0.5725322204261747,0.6867671817010431
LogD,4,2,late,rdkit,0.06457807837881824,-0.04699480124821642,-0.041816301022464586,0.0503403348711956,0.45779691203907613,0.7649026633341386,0.5725322204261747,0.6867671817010431
LogD,4,2,late,mol2vec,-0.009627308501768073,0.00676089151699677,0.005673933443955725,-0.006940298773833731,0.45779691203907613,0.7649026633341386,0.5725322204261747,0.6867671817010431
LogD,4,2,late,smiles,-0.03695795689104975,0.02563916032944713,0.021820704334135188,-0.024510176192177435,0.45779691203907613,0.7649026633341386,0.5725322204261747,0.6867671817010431
LogD,1,3,early,gnn,-0.24955997049946788,0.1791490901298043,0.1409346275812442,-0.13845128348685531,0.5938511833587707,0.6620149177573775,0.48203938029622073,0.794097458519539
LogD,1,3,early,rdkit,0.010259002425299757,-0.008414465876874222,-0.00460891563211091,0.004562523863923973,0.5938511833587707,0.6620149177573775,0.48203938029622073,0.794097458519539
LogD,1,3,early,mol2vec,-0.00038778976955555766,0.000315969604748334,-0.0023662101252679424,0.0007673582219567265,0.5938511833587707,0.6620149177573775,0.48203938029622073,0.794097458519539
LogD,1,3,early,smiles,0.017963013593593535,-0.014805238300110268,-0.008045214257868416,0.007540050916113872,0.5938511833587707,0.6620149177573775,0.48203938029622073,0.794097458519539
